,Unnamed: 0,movieId,title,movielens_genres,avg_rating,number_of_viewers,imdbId,tmdbId,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count,success,status_code,status_message,cluster
3529,3529,4823,Serendipity,Comedy|Romance,3.14,25.0,240890,9778.0,False,/6oqY09JFDzc7KKgKThgRL7YuARo.jpg,,28000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,9778.0,tt0240890,['US'],en,Serendipity,"Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.",8.5507,/4jS66Qmq2Ru5S2YzHVknGd4xJyT.jpg,"[{'id': 870, 'logo_path': None, 'name': 'Tapestry Films', 'origin_country': 'US'}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 21518, 'logo_path': None, 'name': 'Simon Fields Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IN', 'name': 'India'}]",2001-10-05,77516304.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes True Love Can Have More Than One Face.,False,7.0,2094.0,,,,-1
3542,3542,4846,Iron Monkey,Action|Comedy,3.5,5.0,108148,12780.0,False,/YmNqLZwBs3KB81Wpk30fh8faxe.jpg,"{'id': 579913, 'name': 'Iron Monkey Collection', 'poster_path': '/xCNzkcGHcCG3d8ddtycXvoJVVjh.jpg', 'backdrop_path': '/YmNqLZwBs3KB81Wpk30fh8faxe.jpg'}",11000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,12780.0,tt0108148,['HK'],cn,黃飛鴻之鐵馬騮,"In this Hong Kong variation of Robin Hood, corrupt officials of a Chinese village are robbed by a masked bandit known as ""Iron Monkey"", named after a benevolent deity. When all else fails, the Governor forces a traveling physician into finding the bandit.",1.9539,/qXYISomt08V5PUqCzYRLVSQZmWP.jpg,"[{'id': 2521, 'logo_path': '/e9lXexogBN1nOXA8axzASggea8B.png', 'name': 'Orange Sky Golden Harvest', 'origin_country': 'HK'}, {'id': 3618, 'logo_path': None, 'name': 'Film Workshop', 'origin_country': 'HK'}, {'id': 5551, 'logo_path': None, 'name': 'Long Shong Pictures', 'origin_country': 'TW'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1993-09-03,14694904.0,90.0,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,Unmask the legend.,False,7.438,320.0,,,,-1
3544,3544,4848,Mulholland Drive,Crime|Drama|Film-Noir|Mystery|Thriller,3.843137255,51.0,166924,1018.0,False,/y1giivdsGLyo1LCvlsL6mLKyTZ7.jpg,,15000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,1018.0,tt0166924,['US'],en,Mulholland Drive,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",9.664,/x7A59t6ySylr1L7aubOQEA480vM.jpg,"[{'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 635, 'logo_path': '/ikp5Hokscs88jMWSkM9dB98U3Ak.png', 'name': 'Les Films Alain Sarde', 'origin_country': 'FR'}, {'id': 373, 'logo_path': None, 'name': 'Asymmetrical Productions', 'origin_country': 'US'}, {'id': 636, 'logo_path': None, 'name': 'Babbo', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-06-06,20289986.0,147.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A love story in the city of dreams.,False,7.801,6871.0,,,,-1
3548,3548,4855,Dirty Harry,Action|Crime|Thriller,3.775,20.0,66999,984.0,False,/mJjOZSaTTqG3an5MkkOX3x18lYX.jpg,"{'id': 10456, 'name': 'Dirty Harry Collection', 'poster_path': '/4ouguZ9x4yaKwl1cgWTGNUHuA6M.jpg', 'backdrop_path': '/nlpixhOhb3JmFqVXKjCwpYFpldf.jpg'}",4000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",http://www.warnerbros.com/dirty-harry/,984.0,tt0066999,['US'],en,Dirty Harry,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath.",4.843,/scl2JDHzYoIEs5xyYy5ITCfyY0G.jpg,"[{'id': 171, 'logo_path': '/bqLWwuNCHcY3IjB5e4o29h7l80D.png', 'name': 'Malpaso Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-12-23,35976000.0,102.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Detective Harry Callahan. He doesn't break murder cases. He smashes them.,False,7.446,2668.0,,,,1156
3549,3549,4857,Fiddler on the Roof,Drama|Musical,3.8125,8.0,67093,14811.0,False,/n1pItGYLcgAh7c0ewjWeXKTjXFT.jpg,,9000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,14811.0,tt0067093,['US'],en,Fiddler on the Roof,"In a pre-revolutionary Russia, a poor Jewish milkman struggles with the challenges of a changing world as his daughters fall in love and antisemitism grows.",2.6982,/v65PHx7Q6Jx0anyNeUOX07SJic9.jpg,"[{'id': 60, 'logo_path': '/4YldLvCWQL9VIAHQ2Fu3Ffkh9Si.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 10154, 'logo_path': None, 'name': 'Cartier Productions', 'origin_country': ''}, {'id': 219, 'logo_path': None, 'name': 'The Mirisch Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-11-03,83304330.0,181.0,"[{'english_name': 'Hebrew', 'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,To Life!,False,7.742,617.0,,,,-1
3554,3554,4865,From Hell,Crime|Horror|Mystery|Thriller,3.65,20.0,120681,768.0,False,/xo2S7gRwCvWdVqM0Swv37yA2rzw.jpg,,35000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,768.0,tt0120681,['US'],en,From Hell,Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,2.528,/t2WpWM8nBO4sULXr2bDfNEt4qgr.jpg,"[{'id': 230079, 'logo_path': None, 'name': 'Underworld Pictures', 'origin_country': 'US'}, {'id': 236622, 'logo_path': None, 'name': 'Don Murphy Productions', 'origin_country': 'US'}, {'id': 81133, 'logo_path': None, 'name': 'Amy Robinson Productions', 'origin_country': ''}, {'id': 236623, 'logo_path': None, 'name': 'Jane Hamsher Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-02-08,74558115.0,122.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,More than the legend will survive.,False,6.693,2963.0,,,,-1
3556,3556,4867,Riding in Cars with Boys,Comedy|Drama,3.1,5.0,200027,11091.0,False,/wXax3nRWlZDfRqgrmBIKfE2OnaJ.jpg,,48000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,11091.0,tt0200027,['US'],en,Riding in Cars with Boys,"In 1965, a young woman with dreams of becoming a writer has a son at the age of 15 and struggles to make things work with the drug-addicted father.",1.5412,/lz8FCZAzfr2gzju6YM4s7UCZugL.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 18, 'logo_path': '/uqhagSwM7NAkQWVCQhKTyoqF8XH.png', 'name': 'Gracie Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-19,35700000.0,132.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"She did everything wrong, but got everything right.",False,6.7,472.0,,,,-1
3558,3558,4873,Waking Life,Animation|Drama|Fantasy,3.684210526,19.0,243017,9081.0,False,/56MLZww2dMVAaTt5LDKCBu1do2X.jpg,,2000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,9081.0,tt0243017,['US'],en,Waking Life,"Waking Life is about a young man in a persistent lucid dream-like state. The film follows its protagonist as he initially observes and later participates in philosophical discussions that weave together issues like reality, free will, our relationships with others, and the meaning of life.",2.2869,/2MRM4PL6H7yraAkwyUEe2EqoQH3.jpg,"[{'id': 26468, 'logo_path': '/d6FzZaLRy1Lbmj0ySIQ5dCpN0rp.png', 'name': 'IFC Productions', 'origin_country': 'US'}, {'id': 380, 'logo_path': '/zyBjj3uoA2WLrAc4yvwAOcuRpms.png', 'name': 'Thousand Words', 'origin_country': 'US'}, {'id': 11510, 'logo_path': '/gg3gP2wHNNfOfLKdXGjYC9qJ9ok.png', 'name': 'Detour Filmproduction', 'origin_country': 'US'}, {'id': 27357, 'logo_path': None, 'name': 'Flat Black Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-19,3176880.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Dreams. What are they? An escape from reality or reality itself?,False,7.476,924.0,,,,-1
3559,3559,4874,K-PAX,Drama|Fantasy|Mystery|Sci-Fi,3.484848485,33.0,272152,167.0,False,/m9ELo5SDNZvp7CGbSVIMYBeY8wl.jpg,,48000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",http://www.k-pax.com/,167.0,tt0272152,"['US', 'GB']",en,K-PAX,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",4.1785,/tafXZX0I6rso7EyoEzfygfTqxq6.jpg,"[{'id': 763, 'logo_path': '/mCnIVkImjm8rUxIpGR5NgrGlIYL.png', 'name': 'Intermedia Films', 'origin_country': 'GB'}, {'id': 840, 'logo_path': None, 'name': 'Lawrence Gordon Productions', 'origin_country': 'US'}, {'id': 19116, 'logo_path': None, 'name': 'IMF Internationale Medien und Film 3 & Produktions', 'origin_country': 'DE'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 830, 'logo_path': '/mYga54mrt5n4GUUcJxE6DmR2FKv.png', 'name': 'Senator International', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-26,50315140.0,120.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Change the way you look at the world.,False,7.204,2664.0,,,,-1
3562,3562,4878,Donnie Darko,Drama|Mystery|Sci-Fi|Thriller,3.981651376,109.0,246578,141.0,False,/msCHK5Kh1YbdZ0zPJ2nzPUhhSN9.jpg,"{'id': 178106, 'name': 'Darko Collection', 'poster_path': '/imxo9Rl7as7P8EA9c4DFYWmFfy8.jpg', 'backdrop_path': '/hja7IzXp6how8eD1WHriI386TGY.jpg'}",4500000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",https://web.archive.org/web/20170416075239/http://archive.hi-res.net/donniedarko/,141.0,tt0246578,['US'],en,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",9.2519,/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,"[{'id': 19813, 'logo_path': None, 'name': 'Flower Films', 'origin_country': 'US'}, {'id': 185, 'logo_path': None, 'name': 'Pandora Cinema', 'origin_country': 'US'}, {'id': 28, 'logo_path': '/7tRG0ZsmtptmzPMKupd1FZkjtnn.png', 'name': 'Newmarket Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-19,7500000.0,114.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"28 days, 6 hours, 42 minutes, 12 seconds... that is when the world will end.",False,7.763,13192.0,,,,-1
3564,3564,4880,Life as a House,Drama,3.888888889,9.0,264796,11457.0,False,/cq0xYG4TIcEPaFPhkgTpDhWLIqo.jpg,,18000000.0,"[{'id': 18, 'name': 'Drama'}]",,11457.0,tt0264796,['US'],en,Life as a House,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",1.3812,/qNFlcei9vWh5NCRTVrs52qDvUmq.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-25,23903791.0,125.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Seen from a distance, it's perfect.",False,7.1,440.0,,,,-1
3565,3565,4881,The Man Who Wasn't There,Crime|Drama,3.735294118,17.0,243133,10778.0,False,/xwjVHxKKk2hb6CJX46U4Cv0Zq0a.jpg,,20000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",https://www.uphe.com/movies/the-man-who-wasnt-there,10778.0,tt0243133,['US'],en,The Man Who Wasn't There,"A tale of murder, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity and a mysterious opportunity presents him with a chance to change it.",3.6488,/lrCgt8NNMyFsfmXyXiSSCRXNH4u.jpg,"[{'id': 987, 'logo_path': '/zwL7Va6Pbwfi02zoFWL4H6GS5qG.png', 'name': 'USA Films', 'origin_country': 'US'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 2092, 'logo_path': '/9IAf3DxvsjOVSQVjX5F22jTU4Nh.png', 'name': 'Mike Zoss Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-26,18918721.0,116.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,False,7.509,1712.0,,,,-1
3568,3568,4886,"Monsters, Inc.",Adventure|Animation|Children|Comedy|Fantasy,3.871212121,132.0,198781,585.0,False,/sDTnMOJ3H5wI38OxObmCtK7wfd5.jpg,"{'id': 137696, 'name': 'Monsters, Inc. Collection', 'poster_path': '/4Cp0L58Rg1bSJSsT6uw7OuU4nYc.jpg', 'backdrop_path': '/x4Mq7gDRhbqDjw4SkemLvd1yzF3.jpg'}",115000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/monsters-inc,585.0,tt0198781,['US'],en,"Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",17.3763,/wFSpyMsp7H0ttERbxY7Trlv8xry.jpg,"[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-01,579700000.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It's nothing personal. It's just their job.,False,7.847,19485.0,,,,1338
3571,3571,4889,Heist,Crime|Drama,3.428571429,7.0,252503,11088.0,False,/79DCmGXL8elS9bjRlwo9TgRfsu9.jpg,,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://morgancreek.com/film/heist/,11088.0,tt0252503,['US'],en,Heist,"Joe Moore has a job he loves. He's a thief. His job goes sour when he gets caught on security camera tape. His fence, Bergman, reneges on the money he's owed, and his wife may be betraying him with the fence's young lieutenant. Moore and his partner, Bobby Blane, and their utility man, Pinky Pincus, find themselves broke, betrayed, and blackmailed. Moore is forced to commit his crew to do one last big job.",3.7335,/5yKomryA4Oak54fPjBS9TXBmYji.jpg,"[{'id': 53817, 'logo_path': None, 'name': 'Stolen Film Productions', 'origin_country': ''}, {'id': 1403, 'logo_path': '/pMTQNUhHCwr39CsS7yUmSg503E7.png', 'name': 'Franchise Pictures', 'origin_country': 'US'}, {'id': 1686, 'logo_path': None, 'name': 'Indelible Pictures', 'origin_country': ''}, {'id': 1171, 'logo_path': '/wp7NwsxxHT8sqPaek6SlxnXlkP4.png', 'name': 'Epsilon Motion Pictures', 'origin_country': 'CH'}, {'id': 4700, 'logo_path': '/A32wmjrs9Psf4zw0uaixF0GXfxq.png', 'name': 'Linson Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-09,28500000.0,107.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It isn't love that makes the world go round.,False,6.321,602.0,,,,5
3572,3572,4890,Shallow Hal,Comedy|Fantasy|Romance,3.032258065,31.0,256380,9889.0,False,/7QkEgz9pEnS9AYzQmu465LMSwh0.jpg,,40000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",,9889.0,tt0256380,['US'],en,Shallow Hal,"After taking his dying father's advice, Hal dates only the embodiments of female physical perfection. But that all changes after Hal has an unexpected run-in with self-help guru Tony Robbins. Intrigued by Hal's shallowness, Robbins hypnotizes him into seeing the beauty that exists even in the least physically appealing women. Hal soon falls for Rosemary, but he doesn't realize that his gorgeous girlfriend is actually a 300-pound-not-so-hottie.",4.839,/q4lZrHWTWuybb6pzMucj1c0ngCW.jpg,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 1156, 'logo_path': None, 'name': 'Conundrum Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-01,141069860.0,114.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,True love is worth the weight.,False,6.159,3077.0,,,,-1
3574,3574,4896,Harry Potter and the Philosopher's Stone,Adventure|Children|Fantasy,3.761682243,107.0,241527,671.0,False,/1XAC6RPT01UX9EQGy2JVn5c8pgy.jpg,"{'id': 1241, 'name': 'Harry Potter Collection', 'poster_path': '/eVPs2Y0LyvTLZn6AP5Z6O2rtiGB.jpg', 'backdrop_path': '/kmEsQL2vOTA0jnM28fXS45Ky8kX.jpg'}",125000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",https://www.warnerbros.com/movies/harry-potter-and-sorcerers-stone,671.0,tt0241527,['GB'],en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",23.7501,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 437, 'logo_path': '/nu20mtwbEIhUNnQ5NXVhHsNknZj.png', 'name': 'Heyday Films', 'origin_country': 'GB'}, {'id': 436, 'logo_path': '/A7WCkG3F0NFvjGCwUnclpGdIu9E.png', 'name': '1492 Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-16,976475550.0,152.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Let the magic begin.,False,7.9,29164.0,,,,1340
3577,3577,4900,Out Cold,Comedy,3.0,5.0,253798,14369.0,False,/8J8b891wIrKtmQPN6GWitG5rzys.jpg,,24000000.0,"[{'id': 35, 'name': 'Comedy'}]",,14369.0,tt0253798,['US'],en,Out Cold,"Rick Rambis and his friends are having the time of their lives on Bull Mountain—until the legendary Papa Muntz' son decides to sell the mountain to a sleazy land developer, have the staff fired and turn Bull Mountain into 'Yuppieville'.",1.6962,/2aBepBnMXRs3hmde9Je3rn5bseJ.jpg,"[{'id': 431, 'logo_path': '/6dcR1MbRqYgt3jUVYxkHe68GFnZ.png', 'name': ""The Donners' Company"", 'origin_country': 'US'}, {'id': 158, 'logo_path': '/6SHlNIype9zmyEMRsBtoueUtLsq.png', 'name': 'Spyglass Entertainment', 'origin_country': 'US'}, {'id': 9195, 'logo_path': '/geK5QOBsXIPGHutKwXtYjMUyYSG.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 1171, 'logo_path': '/wp7NwsxxHT8sqPaek6SlxnXlkP4.png', 'name': 'Epsilon Motion Pictures', 'origin_country': 'CH'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-21,14782676.0,89.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"They haven't quite figured it all out, but they're getting a little warmer.",False,5.8,185.0,,,,-1
3578,3578,4901,Spy Game,Action|Crime|Drama|Thriller,3.481481481,27.0,266987,1535.0,False,/7Hfatv0lZkMyxw8UBZmiK2qSXDR.jpg,,115000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,1535.0,tt0266987,['US'],en,Spy Game,"On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",5.3133,/6y8M1rxjKofQCRKKe6xeV91K2Fc.jpg,"[{'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'TOHO', 'origin_country': 'JP'}, {'id': 7385, 'logo_path': None, 'name': 'Kalima Productions', 'origin_country': 'DE'}, {'id': 16419, 'logo_path': '/8HbaRV1gwW9FTHFvl31tpwGFleK.png', 'name': 'Metropolitan Filmexport', 'origin_country': 'FR'}, {'id': 215893, 'logo_path': None, 'name': 'Douglas Wick Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-18,143049560.0,126.0,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,It's not how you play the game. It's how the game plays you.,False,6.916,2299.0,,,,-1
3579,3579,4902,The Devil's Backbone,Drama|Fantasy|Horror|Thriller|War,3.35,10.0,256009,1433.0,False,/iUFylO8khUHGiSJanUZQfzZYyXI.jpg,,4500000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,1433.0,tt0256009,['ES'],es,El espinazo del diablo,"Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",1.5795,/iP1z1aJzPnkP8FHg77TS7ukqoEZ.jpg,"[{'id': 11628, 'logo_path': None, 'name': 'Tequila Gang', 'origin_country': 'MX'}, {'id': 561, 'logo_path': None, 'name': 'Anhelo Productions', 'origin_country': 'MX'}, {'id': 49, 'logo_path': '/tlzPjqJjba2WjBaNGN1SZuJmbYj.png', 'name': 'El Deseo', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",2001-04-20,6582065.0,108.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,What is a ghost?,False,7.282,1325.0,,,,-1
3580,3580,4903,In the Bedroom,Drama,3.0,10.0,247425,1999.0,False,/r73OdC9TpRIknIsVyGCd5SSwplO.jpg,,1700000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,1999.0,tt0247425,['US'],en,In the Bedroom,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. His son is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",1.8336,/IQj11YbraLDyPYaz79jtDoAscc.jpg,"[{'id': 10565, 'logo_path': '/5djnxodjmgbzdXiNRllwhQPxANY.png', 'name': 'Good Machine', 'origin_country': 'US'}, {'id': 2150, 'logo_path': None, 'name': 'GreeneStreet Films', 'origin_country': 'US'}, {'id': 716, 'logo_path': None, 'name': 'Standard Film Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-23,44800000.0,131.0,"[{'english_name': 'Serbo-Croatian', 'iso_639_1': 'sh', 'name': ''}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A young man. An older woman. Her ex-husband. Things are about to explode...,False,6.938,394.0,,,,-1
